URL : https://github.com/mathieusaade/universal-wiki-converter

Tag : 4.0.0

Analysis date : 13/09/2016 15:00

Eclipse version : Luna 4.4.1

Summary (# items / category)
*  231    Potential Porgramming Problems
*   20    Name Shadowing and Conflicts
* 1335    Code Style
*   82    Deprecation
*  711    Type Safety and Raw Types
*  909    Unnecessary Code

Category : Potential Programming Problems
    Description	Resource	Path	Location	Type
    The static field LinkSpaceConverter.JSPWIKI_EXTS should be accessed in a static way	LinkSpaceConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 458	Java Problem
    The static field LinkSpaceConverter.JSPWIKI_EXTS should be accessed in a static way	LinkSpaceConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 484	Java Problem
    The method characters(char[], int, int) of type ListParser should be tagged with @Override since it actually overrides a superclass method	ListParser.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 45	Java Problem
    The method convert(Page) of type AttachmentConverter should be tagged with @Override since it actually overrides a superinterface method	AttachmentConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 33	Java Problem
    The method convert(Page) of type FontStyleConverter should be tagged with @Override since it actually overrides a superinterface method	FontStyleConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 19	Java Problem
    The method convert(Page) of type LineBreakCleaner should be tagged with @Override since it actually overrides a superinterface method	LineBreakCleaner.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 19	Java Problem
    The method convert(Page) of type LinkConverter should be tagged with @Override since it actually overrides a superinterface method	LinkConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 14	Java Problem
    The method convert(Page) of type ListConverter should be tagged with @Override since it actually overrides a superinterface method	ListConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 25	Java Problem
    The method convert(Page) of type ListPreprocessor should be tagged with @Override since it actually overrides a superinterface method	ListPreprocessor.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 39	Java Problem
    The method convert(Page) of type ParagraphConverter should be tagged with @Override since it actually overrides a superinterface method	ParagraphConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 14	Java Problem
    The method convert(Page) of type TableConverter should be tagged with @Override since it actually overrides a superinterface method	TableConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 23	Java Problem
    The method convert(Page) of type TitleConverter should be tagged with @Override since it actually overrides a superinterface method	TitleConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 19	Java Problem
    The method endElement(String, String, String) of type ListParser should be tagged with @Override since it actually overrides a superclass method	ListParser.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 85	Java Problem
    The method setUp() of type JotSpotConverterTest should be tagged with @Override since it actually overrides a superclass method	JotSpotConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 35	Java Problem
    The method startElement(String, String, String, Attributes) of type ListParser should be tagged with @Override since it actually overrides a superclass method	ListParser.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 29	Java Problem
    The parameter input should not be assigned	FontStyleConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 161	Java Problem
    The parameter input should not be assigned	LinkConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 73	Java Problem
    The parameter input should not be assigned	ListPreprocessor.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 73	Java Problem
    The parameter input should not be assigned	ListPreprocessor.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 76	Java Problem
    The parameter input should not be assigned	ListPreprocessor.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 79	Java Problem
    The parameter input should not be assigned	ListPreprocessor.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 82	Java Problem
    The parameter input should not be assigned	ListPreprocessor.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 85	Java Problem
    The parameter input should not be assigned	ListPreprocessor.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 88	Java Problem
    The parameter input should not be assigned	ListPreprocessor.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 91	Java Problem
    The parameter input should not be assigned	ListPreprocessor.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 94	Java Problem
    The parameter input should not be assigned	ListPreprocessor.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 97	Java Problem
    The parameter input should not be assigned	ListPreprocessor.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 100	Java Problem
    The parameter input should not be assigned	ListPreprocessor.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 146	Java Problem
    The parameter input should not be assigned	ListPreprocessor.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 161	Java Problem
    The parameter input should not be assigned	ListPreprocessor.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 175	Java Problem
    The parameter input should not be assigned	ListPreprocessor.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 189	Java Problem
    The parameter input should not be assigned	ListPreprocessor.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 203	Java Problem
    The parameter input should not be assigned	ListPreprocessor.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 229	Java Problem
    The parameter input should not be assigned	ListPreprocessor.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 242	Java Problem
    The parameter input should not be assigned	ListPreprocessor.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 254	Java Problem
    The parameter input should not be assigned	ListPreprocessor.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 280	Java Problem
    The parameter input should not be assigned	ListPreprocessor.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 307	Java Problem
    The parameter input should not be assigned	TableConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 80	Java Problem
    The parameter input should not be assigned	TableConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 81	Java Problem
    The parameter input should not be assigned	TableConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 94	Java Problem
    The parameter input should not be assigned	TableConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 108	Java Problem
    The parameter lists should not be assigned	ListConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 79	Java Problem
    The parameter path should not be assigned	AttachmentConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jotspot	line 103	Java Problem
    The method accept(File) of type NoCommentFilter should be tagged with @Override since it actually overrides a superinterface method	NoCommentFilter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jive/filters	line 11	Java Problem
    The method accept(File) of type TagFilter should be tagged with @Override since it actually overrides a superinterface method	TagFilter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jive/filters	line 25	Java Problem
    The method accept(File) of type UserContainerFilter should be tagged with @Override since it actually overrides a superinterface method	UserContainerFilter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jive/filters	line 20	Java Problem
    The method getProperties() of type TagFilter should be tagged with @Override since it actually overrides a superinterface method	TagFilter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jive/filters	line 106	Java Problem
    The method getProperties() of type UserContainerFilter should be tagged with @Override since it actually overrides a superinterface method	UserContainerFilter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jive/filters	line 35	Java Problem
    The method setProperties(Properties) of type TagFilter should be tagged with @Override since it actually overrides a superinterface method	TagFilter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jive/filters	line 103	Java Problem
    The method setProperties(Properties) of type UserContainerFilter should be tagged with @Override since it actually overrides a superinterface method	UserContainerFilter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jive/filters	line 32	Java Problem
    Resource 'reader' should be managed by try-with-resource	AttachmentConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jive	line 51	Java Problem
    Resource 'reader' should be managed by try-with-resource	AttachmentConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jive	line 51	Java Problem
    Resource 'reader' should be managed by try-with-resource	CommentConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jive	line 137	Java Problem
    Resource 'reader' should be managed by try-with-resource	CommentConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jive	line 137	Java Problem
    Resource 'reader' should be managed by try-with-resource	InternalLinkConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jive	line 166	Java Problem
    Resource 'reader' should be managed by try-with-resource	InternalLinkConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jive	line 166	Java Problem
    Resource 'reader' should be managed by try-with-resource	SpaceConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jive	line 115	Java Problem
    Resource 'reader' should be managed by try-with-resource	SpaceConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jive	line 115	Java Problem
    The method accept(File, String) of type new FilenameFilter(){} should be tagged with @Override since it actually overrides a superinterface method	CommentConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jive	line 57	Java Problem
    The method convert(Page) of type AttachmentConverter should be tagged with @Override since it actually overrides a superinterface method	AttachmentConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jive	line 23	Java Problem
    The method convert(Page) of type BlogConverter should be tagged with @Override since it actually overrides a superinterface method	BlogConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jive	line 16	Java Problem
    The method convert(Page) of type CommentConverter should be tagged with @Override since it actually overrides a superinterface method	CommentConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jive	line 32	Java Problem
    The method convert(Page) of type ImageConverter should be tagged with @Override since it actually overrides a superclass method	ImageConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jive	line 13	Java Problem
